Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Elliptical duration (ms),Martial arts duration (ms),Rock climbing duration (ms),Cross-country skiing duration (ms),Swimming duration (ms),Treadmill walking duration (ms),Other duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms),unknown duration (ms)
2020-03-12,90,910.0,5701.543937921524,,,95.50472589792061,134.0,64.0,,,,,,,,8288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,60,958.0,3854.25590133667,,,90.76280991735537,141.0,56.0,,,,,,,,5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,90,655.0,4314.479942321777,,,104.33098591549296,131.0,60.0,,,,,,,,6268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,45,198.0,1813.6661443710327,,,89.29166666666667,126.0,67.0,,,,,,,,2642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,,8.0,22.334400177001953,,,82.3529411764706,101.0,70.0,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,45,820.0,1737.450954079628,,,92.41599190283401,174.0,66.0,,,,,,,,2724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,,277.0,351.1464182138443,,,81.68691588785046,134.0,70.0,,,,,,,,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,,1.0,1.2408000230789185,,,71.41548183254345,82.0,70.0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,,1.0,2.481600046157837,,,72.74593967517401,88.0,70.0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,,,,,,72.01456310679612,76.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,,,,,,70.0,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,51.0,89.33760523796082,,,88.74701195219123,106.0,69.0,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,,2.0,1.2408000230789185,,,77.5,86.0,74.0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,,10.0,16.13040065765381,,,77.40374331550802,90.0,70.0,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-28,,48.0,65.76240348815918,,,91.87037037037037,106.0,81.0,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-05,,209.0,416.9088065624237,,,99.13870967741936,145.0,84.0,,,,,,,,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,,,,,,72.0,73.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,,,1.2408000230789185,,,77.0,77.0,77.0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,,,,,,70.0,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,,3.0,3.7224000692367554,,,85.33333333333333,90.0,82.0,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-11,30,188.0,1104.4173196554184,,,92.32222222222222,121.0,61.0,,,,,,,,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-12,,13.0,22.334400057792664,,,83.4234693877551,97.0,71.0,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,,2502.0,4440.8233206272125,,,118.25365205843293,191.0,81.0,,,,,,,,7158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,30,1707.0,3977.7041631937027,,,102.28308823529412,157.0,67.0,,,,,,,,6376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-25,,324.0,756.888011932373,,,98.32817869415807,121.0,71.0,,,,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,,5.0,35.98319947719574,,,74.53398058252426,79.0,62.0,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,,,,,,70.35333333333334,71.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,,554.0,857.3928189277649,,,102.0473321858864,146.0,70.0,,,,,,,,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,15,142.0,860.4234027862549,,,110.32857142857142,130.0,92.0,,,,,,,,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-24,15,340.0,1432.4472386837006,,,92.5158371040724,149.0,76.0,,,,,,,,2150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-25,,361.0,923.1552345752716,,,91.73166023166023,121.0,68.0,,,,,,,,1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-26,,41.0,301.5369725227356,,,71.45590230664858,101.0,63.0,,,,,,,,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-27,60,1234.0,5279.363516926765,,,104.16702819956616,138.0,76.0,,,,,,,,8118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-28,60,268.0,2852.7948112487793,15.0,15,83.03017241379311,128.0,63.0,,,,,,,,4150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-29,45,100.0,1522.025505065918,,,98.87269372693727,121.0,69.0,,,,,0.009650667198002338,0.009650667198002338,0.009650667198002338,2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01,75,492.0,3748.4419054985046,,,89.01572327044025,134.0,70.0,,,,,0.341539782883886,1.1846507787704468,0.0,5390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-02,30,105.0,775.943724155426,,,93.8,109.0,80.0,,,,,0.22392055268088976,0.39726492762565613,0.008271999657154083,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-05,60,416.0,2570.6218148469925,,,93.15438596491228,139.0,73.0,,,,,0.14865984959454323,0.6798163652420044,0.0013786667259410024,3824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-06,,,2.481600046157837,,,73.0,74.0,72.0,,,,,0.0027573334518820047,0.0027573334518820047,0.0027573334518820047,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-07,60,419.0,3803.360397338867,15.0,15,94.31481481481481,138.0,66.0,,,,,0.2477949686581269,1.3713972568511963,0.019301334396004677,5308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-08,,,,,,88.58333333333333,95.0,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09,,,,,,92.23303167420815,108.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-10,,,4.963200092315674,,,62.0,63.0,61.0,,,,,0.0055146669037640095,0.0055146669037640095,0.0055146669037640095,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-13,75,497.0,2981.0634863376617,,,89.37603305785125,133.0,61.0,,,,,0.1285282944494005,0.9905428290367126,0.0013786667259410024,4524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-15,,,,,,70.0,70.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-18,141,786.7499923706055,4759.52850151062,132.0,66,86.51545454545455,126.0,62.0,,,,,0.14330139509213433,0.9366244077682495,0.0,7208,,,,,,,,,,,3960000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-19,30,332.0,2567.5687353610992,,,111.84033613445378,204.0,63.0,,,,,0.2670005219026833,0.9306752681732178,0.0013786667259410024,3788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-21,,,2.481600046157837,,,,,,,,,,0.0027573334518820047,0.0027573334518820047,0.0027573334518820047,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-23,,81.0,189.84240770339966,,,82.61182519280206,111.0,63.0,,,,,0.04114789895426768,0.09374933689832687,0.0,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-24,,,1.2408000230789185,,,75.0,75.0,75.0,,,,,0.0013786667259410024,0.0013786667259410024,0.0013786667259410024,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,115,2174.0,11241.286831617355,60.0,30,103.85193889541716,197.0,70.0,,,,,0.2157007750299384,2.721207857131958,0.0,14054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-27,,1122.844801798632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-28,68,2194.684586509893,6721.899506449699,35.0,18,89.78564827624066,202.0,74.0,,,,,0.16321787587645384,5.801608562469482,0.0,7425,,,,,,,1625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-29,31,2283.336192959342,5736.112890958786,45.0,25,104.05426523658193,199.0,68.0,,,,,0.230015044832699,4.660880088806152,0.0013786667259410024,6861,97.97586822509766,97.97586822509766,97.97586822509766,,49585061,90659,1756000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-30,63,2408.137160994804,5065.595894098282,,,96.22525597269625,140.0,55.0,39.966282,-75.1603593,39.983778,-75.1570348,0.5295741153520945,7.231353282928467,0.0,7465,,,,,79080611,4387924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,118,2825.3879729556716,9649.877046108246,62.0,41,95.69644172865746,199.0,50.0,39.9664772,-75.160973,39.9869343,-75.1552899,0.3068841827292048,6.164085388183594,0.0,12756,,,,,71548991,3102919,1841000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6060000,,,,,,,
2021-01-01,15,2650.474763678804,4152.957743048668,,,81.17095205003474,132.0,53.0,,,,,0.061959134590204294,2.7670135498046875,0.0,6694,,,,,37835206,1332960,,,,,,,,,,,,,,,,,,,,,,,,,7380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29340000,,,,,,,
2021-01-02,54,3327.6379365638572,8757.99271273613,54.0,28,88.11443797776234,199.0,53.0,39.9605993,-75.3507171,40.4662656,-74.4961216,1.5677732493638612,40.225704193115234,0.0,12225,,,,,41076236,4031909,1860309,,,,,,,,,,,,,,,,,,,,,,,,13620000,,,,,,,,,,,,,,,,,,,,,6720000,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-03,52,2407.547164685946,5132.398906826973,60.0,30,82.84761904761905,186.0,49.0,39.9804974,-75.1608578,39.9840409,-75.157753,0.27934820228871066,4.859167575836182,0.0,6766,,,,,58633407,792755,1557433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21540000,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,89,2632.5972273757575,7550.18438410759,50.0,27,101.26251990740741,194.0,72.0,39.9767111,-75.1606311,39.9840356,-75.1499199,0.4881496305983354,23.114835739135742,0.004136000294238329,10418,,,,,80862667,2402117,2131000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-05,111,2715.3051110540723,10839.328301370144,93.0,90,85.8037605016538,149.0,67.0,39.955973,-75.1802116,39.9840543,-75.1576249,0.2659266083193628,3.1510424613952637,0.0013786667259410024,14115,,,,,79019815,33839,,,,,,,,6498000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-06,43,2523.048779641347,5765.744539022446,61.0,34,98.39277681327161,209.0,44.0,39.9805098,-75.1601981,39.9840268,-75.1576755,0.26111139287048113,5.055192947387695,0.0,7435,,,,,83567130,305096,2350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-07,48,2327.498088603324,5822.032081827521,50.0,30,109.42877805100183,201.0,71.0,39.9805422,-75.160373,39.9842343,-75.1577131,0.6463436865364003,5.466319561004639,0.0,7162,,,,,83326740,530685,2197000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-08,68,2492.5002120666777,6489.06990647316,56.0,51,85.57185657072735,191.0,54.0,39.9623975,-75.3519206,39.9709398,-75.3384645,0.6477315641083464,21.6341609954834,0.0,8431,96.97797393798828,96.97797393798828,96.97797393798828,,63060682,367429,,,,,,,,3912000,,,,,,,,,,,,,,,,,,,,,,,,,,12840000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,92,2598.9953212396176,8437.479077577591,51.0,49,78.74846143154969,165.0,49.0,39.9626479,-75.3636325,39.9774707,-75.3498256,0.3316401386566109,15.9399995803833,0.0,11035,,,,,52032065,2008331,38879,,,,,,,3943000,,,,,,,,,,,,,,,,,,,,,,,,,,12780000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900000,,,,,,
2021-01-10,85,2822.828813216043,7884.473271727562,50.0,31,77.29847512161223,199.0,47.0,39.9792646,-75.1578875,39.9840319,-75.1498569,0.22601023564957196,3.2858662605285645,0.0,10447,,,,,39544875,1895927,1970000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29160000,,,,,,13320000
2021-01-11,30,2498.8347696684023,5468.63461625576,50.0,30,79.0221122133426,186.0,48.0,39.9793296,-75.1573586,39.9833018,-75.1498639,0.20484273320014784,4.4414544105529785,0.0,7235,,,,,9840329,103660,1761653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500000,,,,,,34200000
2021-01-12,78,2280.5173089841287,6123.051613211632,44.0,44,75.88348975964307,135.0,49.0,39.9794642,-75.1580187,39.9861588,-75.1515555,0.34212991582278074,7.4178571701049805,0.0,8386,,,,,,835753,,,,,,,,3029000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28560000,,,,,,
2021-01-13,40,2578.6524083353947,6446.654530286789,68.0,39,91.91413297916667,199.0,55.0,39.9791443,-75.157893,39.9839259,-75.1499785,0.3316171985273547,3.2751736640930176,0.0,7726,,,,,,485463,2219000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7440000,,
2021-01-14,90,2361.9995654425425,5065.241136908531,,,78.21473245309242,139.0,47.0,39.954502,-75.2037804,39.9558193,-75.1930497,0.14708701780712236,4.237558364868164,0.0,7377,,,,,,3835198,65280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30120000,,
2021-01-15,74,2307.093820782894,5551.499895572662,28.0,28,77.24295466759324,205.0,44.0,39.9794289,-75.1579324,39.9840237,-75.1499758,0.06422114169951713,2.0377025604248047,0.0,7303,,,,,,1532820,,,,,,,,2386000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25500000,,,,,,,,,,,,,,,,,600000,,,,,,,,,,,,,,,,,
2021-01-16,59,2461.8550904590506,5734.053146719933,40.0,40,74.04771242761177,143.0,44.0,39.9663643,-75.1621815,39.9840269,-75.1546491,0.21871816715649908,3.2755134105682373,0.0,7660,,,,,,205563,,,,,,,,3476000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30840000,,,,,,,,,,,,,,,,,
2021-01-17,115,2882.4133218366846,8797.30396926403,73.0,70,75.88542121843874,182.0,43.0,39.95512,-75.1645983,39.9838533,-75.1571983,0.10000444662466751,2.6068365573883057,0.0,11379,,,,,,3089306,,,,,,,,5081000,,,,,,,,,,,,,,,,,,,,,,,,,,,28800000,,,,,,,,,,,,,,,1500000,,,,,,,,,,,,,,,,,,,,,
2021-01-18,129,2410.0872315152333,8912.191375643015,54.0,54,74.27366816075978,129.0,47.0,39.9760227,-75.1586758,39.9840376,-75.1466643,0.22414607047186375,4.061225891113281,0.0,12007,,,,,,2340215,,,,,,,,4698000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29640000,,,,,,,,,7200000,,,,,,,,,,,,
2021-01-19,88,2299.081553523277,6237.76033782959,35.0,35,74.88942022237666,145.0,45.0,39.9765303,-75.1582953,39.984016,-75.1530102,0.2244562496354879,3.698272705078125,0.0,8397,,,,,,2351722,,,,,,,,2027000,,,,,,,,6000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26280000,,,,,,,,,,,,
2021-01-20,1,2019.7082766834944,770.8957777023315,,,73.58272208638957,119.0,44.0,,,,,0.19667985056109216,1.6265666484832764,0.0,1231,,,,,,228643,,,,,,,,,,,,9780000,,,,10080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-21,45,2023.0517146634195,1641.8191113471985,,,94.8157894736842,121.0,81.0,39.9781252,-75.1583305,39.9838418,-75.1577737,0.46609407986643353,2.3495473861694336,0.0,2427,,,,,,1551306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-22,9,1964.014340121963,191.5916850566864,6.0,6,,,,,,,,1.0999268590498934,2.703606605529785,0.35839787125587463,431,,,,385771,,180507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,45,2089.5596495374534,2576.987156510353,27.0,27,73.59831460674157,82.0,66.0,39.9778373,-75.159383,39.9836756,-75.1577934,0.5061538552915629,1.8486554622650146,0.0,3780,,,,648574,,1465772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-24,1,1936.1966145958236,128.89326906204224,,,,,,,,,,0.5959469759111691,2.5765769481658936,0.2986648976802826,242,,,,,,245275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-25,20,1940.6129445339752,1108.1944447755814,,,81.44298245614036,108.0,65.0,,,,,0.6566122156116333,3.409266233444214,0.0,1687,,,,,,576020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-26,16,1972.0478704256323,892.298532128334,5.0,5,,,,39.9818149,-75.157855,39.9834235,-75.1563877,0.921835394721001,2.65317702293396,0.3106114864349365,1454,,,,,,692389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-27,34,2071.3575511880626,2566.352194786072,17.0,17,73.88628762541806,87.0,62.0,39.97666549682617,-75.15912628173828,39.98357009887695,-75.15697479248047,0.7420510467352516,1.8105340003967285,0.0,3416,,,,,,1924186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-28,15,1972.548725433493,917.398636341095,2.0,2,89.88888888888889,102.0,82.0,39.981998443603516,-75.15778350830078,39.98375701904297,-75.15594482421875,0.5607883161473164,1.4198269844055176,0.2867182791233063,1528,,,,,,698636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-29,50,2245.8344224794473,4106.520879745483,19.0,19,79.98128598848369,131.0,57.0,39.95253372192383,-75.20381927490234,39.984046936035156,-75.15641784667969,0.40736345076712627,3.6285622119903564,0.0,5949,,,,,,3293595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6600000,,,,,,,,,,,,,,
2021-01-30,2,2138.8112482703355,1717.7493753433228,,,71.72934472934473,140.0,45.0,,,,,0.6720441443952551,1.547488808631897,0.2628251016139984,2851,,,,,,1989546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26760000,,,,,,,,,,,,,,
2021-01-31,8,1943.2733156730123,375.0285584926605,,,,,,,,,,0.7910474208135638,1.6462841033935547,0.2662028670310974,781,,,,,,333529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,35,2059.519811705554,1880.8289269208908,18.0,18,,,,39.981666564941406,-75.15779113769531,39.983646392822266,-75.1533432006836,0.8744676713241109,1.6503311395645142,0.02796882390975952,3824,,,,,,1783294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
